,Unnamed: 0,name,lat,lon,Total
41,43,MIAMI,25.7742658,-80.1936589,191444.3000000002
79,82,BATON ROUGE,30.4507462,-91.154551,187750.4
10,10,AUSTIN,30.2711286,-97.7436995,182571.4
1241,1300,AUSTIN,30.2711286,-97.7436995,182571.4
420,429,LAFAYETTE,30.2240897,-92.0198427,182361.8000000002
191,195,LAFAYETTE,30.2240897,-92.0198427,182361.8000000002
1257,1318,LAFAYETTE,30.2240897,-92.0198427,182361.8000000002
1239,1298,LAFAYETTE,30.2240897,-92.0198427,182361.8000000002
221,225,ROCHESTER,43.1854754,-77.61068605,182027.69999999995
89,92,ROCHESTER,43.1854754,-77.61068605,182027.69999999995
1049,1092,ROCHESTER,43.1854754,-77.61068605,182027.69999999995
2012,2176,ROCHESTER,43.1854754,-77.61068605,182027.69999999995
180,184,GAINESVILLE,29.651907,-82.3247976,180105.30000000022
1732,1850,GAINESVILLE,29.651907,-82.3247976,180105.30000000022
928,961,GAINESVILLE,29.651907,-82.3247976,180105.30000000022
868,896,RICHMOND,37.53850870000001,-77.43428,178954.9000000003
234,239,RICHMOND,37.53850870000001,-77.43428,178954.9000000003
93,96,RICHMOND,37.53850870000001,-77.43428,178954.9000000003
971,1007,RICHMOND,37.53850870000001,-77.43428,178954.9000000003
2134,2319,RICHMOND,37.53850870000001,-77.43428,178954.9000000003
220,224,WILMINGTON,39.7459468,-75.546589,177563.30000000028
2049,2216,WILMINGTON,39.7459468,-75.546589,177563.30000000028
411,420,WILMINGTON,39.7459468,-75.546589,177563.30000000028
71,74,ORLANDO,28.5421175,-81.3790462,175953.40000000034
34,36,KANSAS CITY,39.0844687,-94.5630298,174717.20000000007
148,152,KANSAS CITY,39.0844687,-94.5630298,174717.20000000007
1713,1829,FAYETTEVILLE,36.111508,-94.20986672,168539.6000000001
97,100,FAYETTEVILLE,36.111508,-94.20986672,168539.6000000001
389,395,FAYETTEVILLE,36.111508,-94.20986672,168539.6000000001
25,27,MILWAUKEE,43.0349931,-87.92249699999998,167812.00000000026
2212,2417,BROOKLYN,40.6501038,-73.9495823,166205.60000000006
104,107,LITTLE ROCK,34.7464809,-92.2895948,164729.90000000002
123,126,CHATTANOOGA,35.0456297,-85.3096801,163003.3000000001
110,113,GRAND RAPIDS,42.96324050000001,-85.66786390000001,162302.89999999994
2239,2446,GRAND RAPIDS,42.96324050000001,-85.66786390000001,162302.89999999994
136,139,SALEM,44.9391565,-123.033121,162012.5000000001
2803,3139,SALEM,44.9391565,-123.033121,162012.5000000001
2062,2233,SALEM,44.9391565,-123.033121,162012.5000000001
1238,1297,SALEM,44.9391565,-123.033121,162012.5000000001
769,789,SALEM,44.9391565,-123.033121,162012.5000000001
46,48,WICHITA,37.6922361,-97.3375448,159933.90000000026
2550,2826,LANCASTER,40.03813,-76.3056686,159315.00000000015
130,133,LANCASTER,40.03813,-76.3056686,159315.00000000015
527,537,LANCASTER,40.03813,-76.3056686,159315.00000000015
855,882,LANCASTER,40.03813,-76.3056686,159315.00000000015
822,846,LANCASTER,40.03813,-76.3056686,159315.00000000015
17,17,DETROIT,42.3486635,-83.0567375,156697.30000000002
811,835,HUNTSVILLE,34.577718,-86.83583561,156476.79999999993
113,116,HUNTSVILLE,34.577718,-86.83583561,156476.79999999993
31,33,FRESNO,36.73944210000001,-119.7848307,151866.40000000017
1364,1434,CHARLESTON,32.7876012,-79.9402728,150305.3000000001
188,192,CHARLESTON,32.7876012,-79.9402728,150305.3000000001
634,648,CHARLESTON,32.7876012,-79.9402728,150305.3000000001
19,19,MEMPHIS,35.1490215,-90.0516285,150071.60000000006
67,70,FORT WAYNE,41.0799898,-85.13860150000002,149778.3000000001
476,486,FORT MYERS,26.640628000000003,-81.87230840000002,149676.19999999998
29,31,ALBUQUERQUE,35.0841034,-106.6509851,148876.50000000015
21,21,SEATTLE,47.6038321,-122.3300624,148692.29999999993
618,631,PENSACOLA,30.421309,-87.2169149,145701.80000000016
1896,2041,WASHINGTON,38.8949549,-77.03664559999999,139902.80000000016
1774,1897,WASHINGTON,38.8949549,-77.03664559999999,139902.80000000016
1911,2058,WASHINGTON,38.8949549,-77.03664559999999,139902.80000000016
23,23,WASHINGTON,38.8949549,-77.03664559999999,139902.80000000016
2139,2324,WASHINGTON,38.8949549,-77.03664559999999,139902.80000000016
2825,3165,WASHINGTON,38.8949549,-77.03664559999999,139902.80000000016
1459,1536,WASHINGTON,38.8949549,-77.03664559999999,139902.80000000016
2388,2630,WASHINGTON,38.8949549,-77.03664559999999,139902.80000000016
49,51,BAKERSFIELD,35.3738712,-119.0194639,138247.4000000001
24,24,DENVER,39.7391536,-104.9847034,137631.7000000001
1477,1559,DECATUR,39.8628075,-88.89387182,137209.50000000015
572,583,DECATUR,39.8628075,-88.89387182,137209.50000000015
386,392,DECATUR,39.8628075,-88.89387182,137209.50000000015
2440,2692,DECATUR,39.8628075,-88.89387182,137209.50000000015
1332,1398,ATHENS,33.9595974,-83.376678,137091.40000000008
1260,1322,ATHENS,33.9595974,-83.376678,137091.40000000008
1937,2090,ATHENS,33.9595974,-83.376678,137091.40000000008
2014,2178,ATHENS,33.9595974,-83.376678,137091.40000000008
38,40,OMAHA,41.25873170000001,-95.9378732,134571.70000000016
957,991,MONROE,38.2722313,-90.1792484,133868.60000000006
1637,1743,MONROE,38.2722313,-90.1792484,133868.60000000006
2250,2461,MONROE,38.2722313,-90.1792484,133868.60000000006
1420,1492,MONROE,38.2722313,-90.1792484,133868.60000000006
659,674,MONROE,38.2722313,-90.1792484,133868.60000000006
1959,2115,MONROE,38.2722313,-90.1792484,133868.60000000006
2024,2190,MONROE,38.2722313,-90.1792484,133868.60000000006
863,891,SPARTANBURG,34.949800700000004,-81.9320157,133706.60000000006
1246,1306,MADISON,43.074761,-89.3837613,130999.50000000006
74,77,MADISON,43.074761,-89.3837613,130999.50000000006
2098,2275,MADISON,43.074761,-89.3837613,130999.50000000006
732,749,MADISON,43.074761,-89.3837613,130999.50000000006
2000,2163,GLENDALE,34.142345500000005,-118.24836709999998,130373.7000000001
80,83,GLENDALE,34.142345500000005,-118.24836709999998,130373.7000000001
109,112,GLENDALE,34.142345500000005,-118.24836709999998,130373.7000000001
18,18,EL PASO,31.8111305,-106.5013493,129312.40000000011
62,65,GREENSBORO,36.0726355,-79.79197540000001,128034.2000000001
158,162,DAYTON,39.7589478,-84.1916069,127986.30000000002
2826,3166,DAYTON,39.7589478,-84.1916069,127986.30000000002
2839,3182,DAYTON,39.7589478,-84.1916069,127986.30000000002
1080,1126,HENDERSON,40.8156124,-90.9104547,126741.10000000012
66,69,HENDERSON,40.8156124,-90.9104547,126741.10000000012
1916,2063,HENDERSON,40.8156124,-90.9104547,126741.10000000012
1777,1900,HENDERSON,40.8156124,-90.9104547,126741.10000000012
40,42,RALEIGH,35.7804015,-78.6390779,126209.20000000016
473,483,JOHNSON CITY,36.3134398,-82.3534728,122579.70000000006
2398,2641,WARREN,40.8442828,-90.6168408,121679.80000000006
167,171,WARREN,40.8442828,-90.6168408,121679.80000000006
784,805,WARREN,40.8442828,-90.6168408,121679.80000000006
95,98,MODESTO,37.6390972,-120.9968782,120779.20000000006
91,94,SPOKANE,47.65886029999999,-117.4247134,119891.6
2352,2589,ANDERSON,38.19807700000001,-95.30674609999998,117555.60000000006
571,582,ANDERSON,38.19807700000001,-95.30674609999998,117555.60000000006
1168,1223,ANDERSON,38.19807700000001,-95.30674609999998,117555.60000000006
47,49,ARLINGTON,32.7355816,-97.1071186,116385.39999999994
1590,1689,ARLINGTON,32.7355816,-97.1071186,116385.39999999994
2144,2331,ARLINGTON,32.7355816,-97.1071186,116385.39999999994
55,57,CORPUS CHRISTI,27.8002542,-97.3955744,116009.70000000006
1529,1620,ALBANY,42.6511674,-73.754968,115672.69999999998
632,646,ALBANY,42.6511674,-73.754968,115672.69999999998
262,267,ALBANY,42.6511674,-73.754968,115672.69999999998
368,374,ALBANY,42.6511674,-73.754968,115672.69999999998
20,20,BOSTON,42.3604823,-71.0595678,115635.5
92,95,MONTGOMERY,32.3669656,-86.3006485,115417.80000000006
2326,2558,MONTGOMERY,32.3669656,-86.3006485,115417.80000000006
193,197,EVANSVILLE,37.9747645,-87.5558483,114062.30000000006
13,13,SAN FRANCISCO,37.7792768,-122.41927040000002,113402.0
161,165,SAVANNAH,32.0835407,-81.0998342,113195.70000000006
324,330,ASHEVILLE,35.60094979999999,-82.5540161,113175.30000000012
260,265,TYLER,32.351260100000005,-95.3010624,112400.60000000012
39,41,COLORADO SPRINGS,38.8339578,-104.8253485,110384.30000000008
869,897,GREENFIELD,42.58779620000001,-72.6006199,109755.30000000008
1412,1483,GREENFIELD,42.58779620000001,-72.6006199,109755.30000000008
1692,1804,GREENFIELD,42.58779620000001,-72.6006199,109755.30000000008
54,56,RIVERSIDE,33.953354600000004,-117.3961623,109284.70000000006
1223,1280,RIVERSIDE,33.953354600000004,-117.3961623,109284.70000000006
60,63,TOLEDO,41.6786754,-83.51272829999998,108132.80000000006
96,99,SHREVEPORT,32.4828485,-93.82848316,107353.9
562,573,OCALA,29.1871986,-82.14009229999998,105372.90000000004
111,114,SALT LAKE CITY,40.7670126,-111.8904308,105327.3
48,50,NEW ORLEANS,29.949932300000004,-90.0701156,105162.00000000004
613,625,SARASOTA,27.3364347,-82.5306527,104537.20000000008
219,223,CLEARWATER,27.9658533,-82.8001026,103824.8
1889,2033,MARIETTA,33.9528472,-84.54961479999999,103529.4
548,558,MARIETTA,33.9528472,-84.54961479999999,103529.4
84,87,SCOTTSDALE,33.5091215,-111.8992365,100780.59999999998
404,413,SOUTHFIELD,42.4733689,-83.2218731,99854.30000000002
204,208,PEORIA,40.6938609,-89.5891008,99782.60000000003
135,138,PEORIA,40.6938609,-89.5891008,99782.60000000003
648,663,BRADENTON,27.4989278,-82.5748194,97947.30000000002
75,78,LUBBOCK,33.5778631,-101.8551665,97416.30000000003
966,1001,DANVILLE,40.125222,-87.6304614,95539.79999999996
758,777,DANVILLE,40.125222,-87.6304614,95539.79999999996
2477,2734,DANVILLE,40.125222,-87.6304614,95539.79999999996
760,779,DANVILLE,40.125222,-87.6304614,95539.79999999996
1700,1815,DANVILLE,40.125222,-87.6304614,95539.79999999996
366,372,MERIDIAN,32.376096000000004,-88.68978607,94572.90000000002
783,804,MERIDIAN,32.376096000000004,-88.68978607,94572.90000000002
751,770,NEWARK,40.735657,-74.1723667,93963.0
989,1027,NEWARK,40.735657,-74.1723667,93963.0
687,702,NEWARK,40.735657,-74.1723667,93963.0
61,64,NEWARK,40.735657,-74.1723667,93963.0
1795,1922,LONG BEACH,33.7774658,-118.1884871,93706.30000000002
33,35,LONG BEACH,33.7774658,-118.1884871,93706.30000000002
950,984,LONG BEACH,33.7774658,-118.1884871,93706.30000000002
472,482,FRANKLIN,37.9765409,-88.9335327,92635.79999999996
2117,2297,FRANKLIN,37.9765409,-88.9335327,92635.79999999996
2586,2869,FRANKLIN,37.9765409,-88.9335327,92635.79999999996
2596,2881,FRANKLIN,37.9765409,-88.9335327,92635.79999999996
1283,1346,FRANKLIN,37.9765409,-88.9335327,92635.79999999996
896,924,FRANKLIN,37.9765409,-88.9335327,92635.79999999996
2592,2877,FRANKLIN,37.9765409,-88.9335327,92635.79999999996
2771,3101,FRANKLIN,37.9765409,-88.9335327,92635.79999999996
1970,2128,COVINGTON,39.0837489,-84.5086221,92001.6
1600,1701,COVINGTON,39.0837489,-84.5086221,92001.6
2498,2760,COVINGTON,39.0837489,-84.5086221,92001.6
794,815,COVINGTON,39.0837489,-84.5086221,92001.6
2514,2784,COVINGTON,39.0837489,-84.5086221,92001.6
133,136,EUGENE,44.0505054,-123.0950506,90849.19999999998
1313,1379,GREENWOOD,37.8709542,-96.2471338,89361.5
2464,2721,GREENWOOD,37.8709542,-96.2471338,89361.5
1742,1863,GREENWOOD,37.8709542,-96.2471338,89361.5
620,634,GREENWOOD,37.8709542,-96.2471338,89361.5
143,147,PASADENA,34.14764520000001,-118.1444779,88700.20000000004
163,167,PASADENA,34.14764520000001,-118.1444779,88700.20000000004
873,901,LONGVIEW,32.5007038,-94.7404891,88659.30000000002
347,353,LONGVIEW,32.5007038,-94.7404891,88659.30000000002
1762,1884,BUFFALO,42.8864468,-78.8783689,88596.09999999998
65,68,BUFFALO,42.8864468,-78.8783689,88596.09999999998
2242,2450,TROY,42.6055893,-83.1499304,88591.99999999999
644,659,TROY,42.6055893,-83.1499304,88591.99999999999
343,349,TROY,42.6055893,-83.1499304,88591.99999999999
1217,1274,TROY,42.6055893,-83.1499304,88591.99999999999
1580,1678,TROY,42.6055893,-83.1499304,88591.99999999999
2358,2596,TROY,42.6055893,-83.1499304,88591.99999999999
2292,2515,BURLINGTON,44.4723989,-73.2114941,85372.40000000004
761,780,BURLINGTON,44.4723989,-73.2114941,85372.40000000004
1208,1264,BURLINGTON,44.4723989,-73.2114941,85372.40000000004
2363,2603,BURLINGTON,44.4723989,-73.2114941,85372.40000000004
2588,2872,BURLINGTON,44.4723989,-73.2114941,85372.40000000004
631,645,BURLINGTON,44.4723989,-73.2114941,85372.40000000004
694,709,ROSEVILLE,38.72338,-121.18587820000002,85355.40000000005
190,194,ROSEVILLE,38.72338,-121.18587820000002,85355.40000000005
934,967,ROSEVILLE,38.72338,-121.18587820000002,85355.40000000005
349,355,LAKEWOOD,39.6246085,-105.0842039,84929.40000000001
154,158,LAKEWOOD,39.6246085,-105.0842039,84929.40000000001
622,636,LAKEWOOD,39.6246085,-105.0842039,84929.40000000001
534,544,LAKEWOOD,39.6246085,-105.0842039,84929.40000000001
374,380,BLOOMINGTON,39.1670396,-86.5342881,83514.2
340,346,BLOOMINGTON,39.1670396,-86.5342881,83514.2
329,335,BLOOMINGTON,39.1670396,-86.5342881,83514.2
58,61,STOCKTON,37.9577016,-121.29077959999998,82682.70000000003
142,146,ROCKFORD,42.2713945,-89.09396600000002,82562.39999999997
1847,1982,LINCOLN,40.8000554,-96.6674005,81780.29999999999
737,754,LINCOLN,40.8000554,-96.6674005,81780.29999999999
64,67,LINCOLN,40.8000554,-96.6674005,81780.29999999999
42,44,OAKLAND,37.80445570000001,-122.2713563,81670.49999999999
2040,2207,LAKELAND,28.0394654,-81.9498042,81387.40000000001
258,263,LAKELAND,28.0394654,-81.9498042,81387.40000000001
94,97,DES MOINES,41.5910641,-93.6037149,80908.49999999997
1040,1083,DES MOINES,41.5910641,-93.6037149,80908.49999999997
633,647,SAGINAW,43.420038700000006,-83.9490365,80536.09999999996
1438,1512,SAGINAW,43.420038700000006,-83.9490365,80536.09999999996
1676,1785,FARMINGTON,36.73042879999999,-108.2089191,79965.99999999999
2302,2530,FARMINGTON,36.73042879999999,-108.2089191,79965.99999999999
718,733,FARMINGTON,36.73042879999999,-108.2089191,79965.99999999999
1386,1457,FARMINGTON,36.73042879999999,-108.2089191,79965.99999999999
1492,1576,FARMINGTON,36.73042879999999,-108.2089191,79965.99999999999
2055,2223,MARION,37.7306054,-88.9331256,78764.09999999999
906,935,MARION,37.7306054,-88.9331256,78764.09999999999
2687,2995,MARION,37.7306054,-88.9331256,78764.09999999999
864,892,MARION,37.7306054,-88.9331256,78764.09999999999
1057,1101,MARION,37.7306054,-88.9331256,78764.09999999999
800,823,HICKORY,35.7331895,-81.3412006,78508.70000000006
35,37,MESA,33.436188,-111.58606609999998,78399.50000000006
248,253,ERIE,42.129461,-80.085239,77329.10000000005
1532,1623,ERIE,42.129461,-80.085239,77329.10000000005
1226,1284,PADUCAH,37.0833893,-88.6000478,77221.19999999997
2214,2420,FAIRFIELD,38.2493581,-122.0399663,76717.30000000003
757,776,FAIRFIELD,38.2493581,-122.0399663,76717.30000000003
230,235,FAIRFIELD,38.2493581,-122.0399663,76717.30000000003
2406,2650,FAIRFIELD,38.2493581,-122.0399663,76717.30000000003
240,245,ANTIOCH,38.0049214,-121.805789,76671.6
448,457,DOTHAN,31.158522,-85.4269662,76226.70000000001
2170,2366,LANSING,42.73377120000001,-84.5553805,76109.7
208,212,LANSING,42.73377120000001,-84.5553805,76109.7
107,110,AMARILLO,35.2072185,-101.8338246,76084.40000000001
1639,1745,HUNTINGTON,38.41924960000001,-82.445154,75635.00000000003
665,680,HUNTINGTON,38.41924960000001,-82.445154,75635.00000000003
605,617,KINGSPORT,36.5484341,-82.5618186,75507.29999999999
267,272,ROANOKE,37.270973,-79.94143129999998,75432.0
427,436,JONESBORO,35.8428646,-90.7034522,74868.09999999999
759,778,CONCORD,43.207106,-71.53702159999997,74715.70000000003
348,354,CONCORD,43.207106,-71.53702159999997,74715.70000000003
185,189,CONCORD,43.207106,-71.53702159999997,74715.70000000003
833,857,BEAUMONT,30.0860459,-94.1018461,74538.9
200,204,BEAUMONT,30.0860459,-94.1018461,74538.9
99,102,TACOMA,47.24957979999999,-122.4398746,73957.19999999997
45,47,MINNEAPOLIS,44.9772995,-93.2654692,73443.39999999997
2851,3196,CLINTON,38.5896187,-89.420064,73179.3
1419,1491,CLINTON,38.5896187,-89.420064,73179.3
2575,2854,CLINTON,38.5896187,-89.420064,73179.3
2486,2746,CLINTON,38.5896187,-89.420064,73179.3
2492,2754,CLINTON,38.5896187,-89.420064,73179.3
1155,1209,CLINTON,38.5896187,-89.420064,73179.3
1197,1253,CLINTON,38.5896187,-89.420064,73179.3
2372,2612,CLINTON,38.5896187,-89.420064,73179.3
2541,2816,CLINTON,38.5896187,-89.420064,73179.3
388,394,MEDFORD,42.32641810000001,-122.8718605,73096.10000000003
561,572,MEDFORD,42.32641810000001,-122.8718605,73096.10000000003
612,624,HENDERSONVILLE,35.3187279,-82.46095279999999,71889.00000000004
1972,2130,HENDERSONVILLE,35.3187279,-82.46095279999999,71889.00000000004
489,499,HAMILTON,43.254687,-79.8678197,71841.79999999999
407,416,AUBURN,32.597826500000004,-85.56335486,71750.70000000003
1941,2094,AUBURN,32.597826500000004,-85.56335486,71750.70000000003
1326,1392,AUBURN,32.597826500000004,-85.56335486,71750.70000000003
1119,1170,AUBURN,32.597826500000004,-85.56335486,71750.70000000003
580,591,AUBURN,32.597826500000004,-85.56335486,71750.70000000003
2008,2172,AUBURN,32.597826500000004,-85.56335486,71750.70000000003
1079,1125,LAWRENCEVILLE,33.9562149,-83.9879625,71598.70000000001
265,270,DEARBORN,42.3222599,-83.1763145,71596.69999999997
112,115,TALLAHASSEE,30.4380832,-84.2809332,71529.29999999999
528,538,BOWLING GREEN,36.9903199,-86.4436018,71225.39999999997
1003,1043,BOWLING GREEN,36.9903199,-86.4436018,71225.39999999997
897,925,PANAMA CITY,30.1600827,-85.6545729,70733.3
1252,1313,CARROLLTON,33.580110299999994,-85.0766113,70272.3
189,193,CARROLLTON,33.580110299999994,-85.0766113,70272.3
9,9,SAN JOSE,37.34385020000001,-121.88313490000002,69311.3
100,103,FONTANA,34.0922335,-117.435048,69167.3
706,721,HATTIESBURG,31.3271189,-89.2903392,69133.20000000004
268,274,LIVONIA,42.36837,-83.3527097,67889.49999999996
1542,1634,ORANGE,33.750037799999994,-117.8704931,67734.60000000005
162,166,ORANGE,33.750037799999994,-117.8704931,67734.60000000005
1815,1945,NEW PORT RICHEY,28.2471345,-82.71702372,67234.60000000003
1366,1436,CLARKSVILLE,38.2967791,-85.7602087,66429.09999999999
166,170,CLARKSVILLE,38.2967791,-85.7602087,66429.09999999999
2465,2722,CLARKSVILLE,38.2967791,-85.7602087,66429.09999999999
395,402,KALAMAZOO,42.291707,-85.5872286,66081.8
904,933,HOT SPRINGS,34.492847,-93.12379452,65325.39999999997
297,303,REDDING,40.5863563,-122.3916754,64947.2
2224,2431,PLANO,33.013676399999994,-96.6925096,64608.30000000003
63,66,PLANO,33.013676399999994,-96.6925096,64608.30000000003
307,313,FORT SMITH,35.3872218,-94.4248983,63950.99999999999
51,53,ANAHEIM,33.8347516,-117.911732,62758.99999999997
227,232,PUEBLO,38.2544472,-104.609141,62624.9
371,377,CAMDEN,30.9298212,-81.6225075,62612.40000000001
2095,2272,CAMDEN,30.9298212,-81.6225075,62612.40000000001
1786,1913,MOUNT VERNON,38.3172715,-88.9031201,62496.3
981,1019,MOUNT VERNON,38.3172715,-88.9031201,62496.3
437,446,MOUNT VERNON,38.3172715,-88.9031201,62496.3
1659,1766,MOUNT VERNON,38.3172715,-88.9031201,62496.3
1375,1445,ASHLAND,38.4784144,-82.63793869999998,62252.49999999996
2655,2958,ASHLAND,38.4784144,-82.63793869999998,62252.49999999996
1442,1518,ASHLAND,38.4784144,-82.63793869999998,62252.49999999996
2862,3209,ASHLAND,38.4784144,-82.63793869999998,62252.49999999996
1429,1501,ASHLAND,38.4784144,-82.63793869999998,62252.49999999996
1575,1672,WINCHESTER,39.18577620000001,-78.1631434,61876.59999999997
1160,1214,WINCHESTER,39.18577620000001,-78.1631434,61876.59999999997
2579,2860,WINCHESTER,39.18577620000001,-78.1631434,61876.59999999997
1039,1082,SPRING HILL,28.5558273,-82.4503732,61009.3
36,38,VIRGINIA BEACH,36.79530250000001,-76.05092502,60900.59999999997
172,176,STERLING HEIGHTS,42.5803122,-83.0302033,60338.89999999999
1864,2001,JASPER,39.00824229999999,-88.1552371,59811.6
1793,1920,JASPER,39.00824229999999,-88.1552371,59811.6
2721,3039,JASPER,39.00824229999999,-88.1552371,59811.6
101,104,AKRON,41.0830643,-81.5184854,59652.79999999999
120,123,OVERLAND PARK,38.9822282,-94.6707917,59208.39999999997
213,217,MURFREESBORO,35.91551649999999,-86.44469333,58183.4
860,888,MUSKEGON,43.2341813,-86.2483921,57708.49999999999
504,514,DAYTONA BEACH,29.2108147,-81.02283309999999,57143.10000000001
287,293,TUSCALOOSA,33.2668398,-87.4862182,56890.900000000016
1556,1648,LAUREL,39.0992752,-76.8483061,56153.2
1209,1266,LAUREL,39.0992752,-76.8483061,56153.2
73,76,CHANDLER,33.3067132,-111.8408489,55999.29999999996
1708,1824,HERMITAGE,37.9414217,-93.3163093,55775.3
1013,1055,ENGLEWOOD,40.8928771,-73.9726381,55774.00000000001
1945,2099,ENGLEWOOD,40.8928771,-73.9726381,55774.00000000001
1134,1186,ENGLEWOOD,40.8928771,-73.9726381,55774.00000000001
312,318,BOCA RATON,26.3586885,-80.08309840000003,55448.599999999984
1759,1881,STUART,27.197983,-80.2519175,54986.29999999999
1033,1075,DOVER,39.158168,-75.5243682,54891.29999999999
877,905,DOVER,39.158168,-75.5243682,54891.29999999999
2009,2173,DOVER,39.158168,-75.5243682,54891.29999999999
1576,1674,DOVER,39.158168,-75.5243682,54891.29999999999
2096,2273,SOUTH MIAMI,25.7078467,-80.29563558,54647.599999999984
315,321,DULUTH,46.77293220000001,-92.1251218,54332.70000000001
1135,1187,DULUTH,46.77293220000001,-92.1251218,54332.70000000001
