,name,lat,lon,Total Amount of 30 day fills for opioids
462,FLOWER MOUND,33.0145673,-97.0969552,12918.4
463,FLAGSTAFF,35.199458,-111.6514259,17275.3
464,RANCHO CORDOVA,38.5890723,-121.302728,10101.4
465,SCHENECTADY,42.8095455,-74.021672,17849.699999999993
466,FREDERICK,39.414443,-77.4105783,40992.2
467,ST. CLOUD,45.5616075,-94.16420040000001,185.0
468,YORBA LINDA,33.890107,-117.8255939,7007.0
469,DAVIS,38.545379,-121.74458349999999,16792.699999999993
470,CAMARILLO,34.2163939,-119.0376024,23019.000000000004
471,HARLINGEN,26.190630600000002,-97.69610259999999,27465.299999999992
472,PALO ALTO,37.442156,-122.16344720000001,19468.8
473,WALNUT CREEK,37.9063131,-122.06496299999999,51957.39999999999
474,YUBA CITY,39.1404477,-121.6169108,31508.0
475,SOUTH SAN FRANCISCO,37.6549493,-122.40812509999999,10119.5
476,PITTSBURG,38.018775700000006,-121.88508359999999,16192.700000000004
477,PASCO,28.299618300000002,-82.4522702,7457.5
478,EAGAN,44.818173,-93.1659179,4601.6
479,EAST ORANGE,40.767323,-74.20486770000001,5709.3
480,NORTH RICHLAND HILLS,32.8342952,-97.22890290000001,8939.5
481,SAN CLEMENTE,33.4270275,-117.6124179,5364.6
482,FRANKLIN,37.976540899999996,-88.9335327,92635.79999999996
483,JOHNSON CITY,36.3134398,-82.3534728,122579.70000000006
484,LORAIN,41.452819,-82.18237459999999,21054.9
485,LAGUNA NIGUEL,33.5225261,-117.70755259999999,1711.6
486,FORT MYERS,26.640628000000003,-81.87230840000001,149676.19999999998
487,NORTH LITTLE ROCK,34.745627500000005,-92.15314448,15867.599999999995
488,WOODBURY,44.92317,-92.9588282,29281.099999999984
489,JANESVILLE,42.715185399999996,-88.9907743,22587.8
490,BOSSIER CITY,32.5499425,-93.70095925,25114.7
491,PICO RIVERA,33.9830688,-118.09673500000001,4716.1
492,MAPLE GROVE,45.075979700000005,-93.4561052,18078.999999999996
493,MONTEBELLO,34.0159398,-118.111975,11017.3
494,SHAWNEE,39.041671799999996,-94.72023759999999,27682.4
495,BISMARCK,46.808326799999996,-100.7837392,28777.799999999992
496,HOMESTEAD,25.468722399999997,-80.4775569,9759.6
497,TAYLOR,32.556921,-84.23951540000002,32361.1
498,COUNCIL BLUFFS,41.2621283,-95.8613912,17765.200000000008
499,HAMILTON,43.254687,-79.8678197,71841.79999999999
500,ROCKVILLE,39.0840054,-77.15275729999999,27838.699999999993
501,UTICA,43.100903100000004,-75.2326641,15159.4
502,MADERA,37.171626399999994,-119.77379909999999,10248.1
503,TAMARAC,26.2052115,-80.27105546,24884.6
504,CONWAY,35.0886963,-92.44210109999999,50546.00000000001
505,EDEN PRAIRIE,44.8546856,-93.470786,960.9
506,DELRAY BEACH,26.4614625,-80.07282009999999,41408.499999999985
507,KISSIMMEE,28.2920249,-81.40780129999999,51821.49999999999
508,COON RAPIDS,45.1199652,-93.2877277,10975.400000000009
509,GAITHERSBURG,39.143440600000005,-77.2013705,5212.999999999999
510,HAVERHILL,42.7762015,-71.0772796,6902.8
511,SANTA CRUZ,36.9746099,-122.0294259,24551.499999999996
512,WALTHAM,42.3756401,-71.2358004,10311.7
513,MARYSVILLE,39.1457247,-121.59135159999998,30827.699999999986
514,DAYTONA BEACH,29.2108147,-81.02283309999999,57143.10000000001
515,LA HABRA,33.9318775,-117.9461074,4575.1
516,TERRE HAUTE,39.466702500000004,-87.4139119,44595.900000000016
517,VINELAND,39.473152,-75.00202645,18032.1
518,MERIDEN,41.5381535,-72.8070435,8862.600000000002
519,MONTEREY PARK,34.0512156,-118.12922900000001,5878.200000000002
520,BURNSVILLE,44.7677424,-93.27772259999999,15855.2
521,NORTH MIAMI,25.90560775,-80.17506945,5345.2
522,WEST ALLIS,43.0166806,-88.0070315,17396.500000000004
523,CHEYENNE,41.1399814,-104.8202462,16707.8
524,ENCINITAS,33.0369867,-117.2919818,15200.599999999995
525,SPRINGFIELD,39.7989763,-89.6443688,370376.9
526,AMES,42.0346917,-93.6201507,10739.7
527,TULARE,36.2516475,-118.85258300000001,8003.200000000002
528,GREENVILLE,34.851354,-82.3984882,256646.99999999985
529,MALDEN,42.4250964,-71.066163,6635.999999999999
530,TAYLORSVILLE,40.667751700000004,-111.9386311,12389.5
531,SPRINGFIELD,39.7989763,-89.6443688,370376.9
532,ST. CLAIR SHORES,42.4969805,-82.8888054,417.0
533,PONTIAC,40.880866600000004,-88.6297839,26669.9
534,GRAND JUNCTION,39.063956,-108.5507317,27544.69999999999
535,ALPHARETTA,34.0709576,-84.2747329,11270.3
536,NEW BRAUNFELS,29.7026173,-98.1256263,15016.000000000002
537,LANCASTER,40.038129999999995,-76.3056686,159315.00000000015
538,BOWLING GREEN,36.990319899999996,-86.4436018,71225.39999999997
539,GARDENA,33.888330200000006,-118.3070892,7472.4
540,CUPERTINO,37.323010700000005,-122.0322519,1747.3
541,NATIONAL CITY,32.6781085,-117.0991967,5298.5999999999985
542,CONROE,30.20481805,-95.45240905,23312.5
543,GREAT FALLS,47.5048851,-111.2918908,21761.399999999994
544,LAKEWOOD,39.6246085,-105.0842039,84929.40000000001
545,DES PLAINES,42.041582299999995,-87.8873916,9241.2
546,HUNTINGTON PARK,33.981681200000004,-118.22507250000001,4735.4
547,WEST DES MOINES,41.564533700000005,-93.7595281,27521.5
548,SAN RAFAEL,37.9735346,-122.5310874,11845.7
549,PETALUMA,38.270022,-122.6061223,9773.7
550,ROYAL OAK,42.4894801,-83.1446485,32182.199999999993
551,BLAINE,35.8970899,-98.42259609999999,7752.0
552,MANSFIELD,40.758390000000006,-82.51544709999999,40977.8
553,DUBUQUE,42.5006217,-90.66479670000001,21840.5
554,ROGERS,36.3781607,-95.61908890000001,24371.199999999993
555,LA MESA,33.436188,-111.58606609999998,30807.699999999986
556,OWENSBORO,37.7742152,-87.1133304,40201.999999999985
557,NORTH PORT,27.044224,-82.23592540000001,5403.0
558,MARIETTA,33.9528472,-84.54961479999999,103529.4
559,IDAHO FALLS,43.4930789,-112.044349,35295.8
560,ROCKY MOUNT,35.9382104,-77.79053409999999,38951.2
561,BROOMFIELD,39.937989200000004,-105.0587294,5220.4000000000015
562,CHAPEL HILL,35.913199600000006,-79.05584449999999,33644.99999999998
563,DEARBORN HEIGHTS,42.3369816,-83.2732627,9911.2
564,BARTLETT,41.9908485,-88.18500279999999,18403.2
565,WHITE PLAINS,41.0339862,-73.76290970000001,17724.4
566,ROWLETT,32.9029017,-96.56388000000001,6421.6
568,KOKOMO,40.486444399999996,-86.13363509999999,27086.8
569,ARCADIA,34.136207500000005,-118.0401497,22053.8
570,MOORE,35.28356289999999,-86.34115140000002,3673.8
571,BERWYN,41.8505874,-87.79366850000001,12127.4
572,MEDFORD,42.326418100000005,-122.8718605,73096.10000000003
573,OCALA,29.187198600000002,-82.14009229999999,105372.90000000004
574,LAKEVILLE,44.650051,-93.2432791,3563.100000000001
575,PORT ORANGE,29.10150985,-81.01055374,12555.4
576,JUPITER,26.9266939,-80.12208902,27123.3
577,CASPER,42.866632,-106.31308100000001,18470.999999999996
578,VALDOSTA,30.8327022,-83.2784851,42796.9
579,FOUNTAIN VALLEY,33.7038145,-117.96273490000002,35343.29999999999
580,DIAMOND BAR,34.028622600000006,-117.81033670000001,2989.8
581,NOVI,42.48059,-83.47549129999999,29392.0
582,ANDERSON,38.198077000000005,-95.30674609999998,117555.60000000006
583,DECATUR,39.8628075,-88.89387182,137209.50000000015
584,WOODLAND,38.6786109,-121.77332849999999,16192.2
585,BOWIE,39.0067768,-76.77913649999999,11642.6
586,CHICOPEE,42.17073265,-72.57331507,8506.8
587,WEST HAVEN,41.2706527,-72.94704709999999,6749.299999999998
588,REDMOND,47.6694141,-122.1238767,12865.7
589,CEDAR PARK,30.5119385,-97.80974470000001,6183.4
590,MIDWEST CITY,35.4495097,-97.3967025,9924.8
591,AUBURN,32.597826500000004,-85.56335486,71750.70000000003
592,PORT ARTHUR,29.898825800000004,-93.9287815,17171.999999999996
593,PORTERVILLE,36.06523,-119.0167679,22097.400000000005
594,CARSON CITY,39.1637984,-119.76740339999999,37922.599999999984
595,LAKE ELSINORE,33.668077200000006,-117.3272615,4050.9
596,POCATELLO,42.86886129999999,-112.4401098,16903.700000000004
597,SANTEE,32.8383828,-116.97391670000002,3578.1
598,EASTVALE,33.9766799,-117.55984440000002,173.5
599,CORVALLIS,44.5645659,-123.2620435,33983.79999999998
600,PARAMOUNT,33.8984873,-118.170703,4881.000000000001
602,HANFORD,36.3274502,-119.64568440000001,15560.299999999996
603,ELYRIA,41.36837979999999,-82.10764859999999,8736.900000000001
604,MANHATTAN,40.7902778,-73.9597222,15432.700000000004
605,SANFORD,35.4798757,-79.18029940000001,32228.599999999984
606,COCONUT CREEK,26.271462800000002,-80.18180846,2760.300000000001
607,ROSEMEAD,34.0676169,-118.08797630000001,5145.7
608,NOBLESVILLE,40.0455918,-86.0085955,12530.4
609,SHORELINE,47.756319500000004,-122.3438255,3681.5
610,DELANO,35.7688425,-119.24705359999999,8033.200000000002
611,ST. PETERS,38.8010514,-90.627881,1130.5
612,SOUTH JORDAN,40.5621704,-111.929658,8278.2
613,WHEATON,41.864695899999994,-88.1101709,11690.3
614,NORMAL,40.5117699,-88.99448149999999,5760.6
615,LAKE HAVASU CITY,34.483901,-114.32245479999999,14628.600000000004
616,COLTON,34.0739016,-117.3136547,31627.799999999985
617,KINGSPORT,36.5484341,-82.5618186,75507.29999999999
618,BLUE SPRINGS,39.01723,-94.2822095,15186.8
619,BRENTWOOD,37.9317766,-121.69602659999998,25552.5
620,GRAND FORKS,47.9078244,-97.0592028,15503.100000000004
621,NOVATO,38.1061979,-122.56811909999999,8431.0
622,BUCKEYE,38.9237892,-120.79798829999999,3502.2
623,FLORISSANT,38.789217,-90.322614,28593.2
624,HENDERSONVILLE,35.3187279,-82.46095279999999,71889.00000000004
625,SARASOTA,27.3364347,-82.5306527,104537.20000000008
626,EULESS,32.8370727,-97.08195409999999,9072.699999999997
627,CATHEDRAL CITY,33.7810031,-116.46407649999999,4178.4
629,YUCAIPA,34.040931,-117.0516713,8256.0
630,BATTLE CREEK,42.319254799999996,-85.18242690000001,40220.599999999984
631,PENSACOLA,30.421309,-87.2169149,145701.80000000016
632,SMYRNA,39.299833899999996,-75.6046494,23783.4
634,GREENWOOD,37.8709542,-96.2471338,89361.5
635,BELLEVUE,47.614421899999996,-122.1923372,44064.49999999999
636,LAKEWOOD,39.6246085,-105.0842039,84929.40000000001
637,PEABODY,42.5278731,-70.92866090000001,13156.0
638,PLACENTIA,33.8714814,-117.8617337,11886.8
639,WATSONVILLE,36.9092773,-121.7529071,8534.100000000002
640,PERTH AMBOY,40.5067723,-74.2654234,3252.3
641,MILFORD,41.222319399999996,-73.0564953,42414.8
642,HOBOKEN,40.7433066,-74.0323752,3616.3
643,LA CROSSE,43.8804365,-91.25484113,35478.19999999998
644,JOPLIN,37.0842271,-94.513281,53867.2
645,BURLINGTON,44.4723989,-73.2114941,85372.40000000004
646,ALBANY,42.6511674,-73.754968,115672.69999999998
647,SAGINAW,43.420038700000006,-83.9490365,80536.09999999996
648,CHARLESTON,32.7876012,-79.9402728,150305.3000000001
649,ELKHART,41.6819935,-85.9766671,32589.400000000005
650,WEST NEW YORK,40.788009100000004,-74.01427609999999,3608.0
651,MINNETONKA,44.9127229,-93.499059,5376.5
652,GLENDORA,34.136118700000004,-117.86533899999999,11515.4
654,PFLUGERVILLE,30.4393696,-97.62000429999999,1905.8
655,RICHLAND,38.706045700000004,-88.09493520000001,38935.1
656,DESOTO,34.8703284,-89.9778704,4911.4
657,CASTLE ROCK,39.3726585,-104.8584264,4689.0999999999985
658,PLAINFIELD,41.623191,-88.22843248,12206.7
659,TROY,42.6055893,-83.1499304,88591.99999999999
660,NIAGARA FALLS,43.1030928,-79.0302618,10906.7
661,HARRISONBURG,38.4493315,-78.8688833,18859.0
662,APPLE VALLEY,44.7319094,-93.21772,42295.89999999998
663,BRADENTON,27.4989278,-82.5748194,97947.30000000002
664,LEHI,40.3880902,-111.8491619,5987.8
665,CASA GRANDE,32.8793816,-111.7575614,15991.3
666,SOUTHAVEN,34.9889818,-90.0125913,32883.899999999994
667,GILROY,37.0065078,-121.5631723,4580.0
668,BROOKHAVEN,31.58369,-90.44180867,15142.900000000005
669,PINELLAS PARK,27.8599115,-82.70437819,11653.7
670,GRAND ISLAND,40.9250124,-98.342007,17915.90000000001
671,ENID,36.3967623,-97.87913409999999,19678.2
672,CUYAHOGA FALLS,41.1348213,-81.4848086,23553.6
673,HARRISBURG,40.266310700000005,-76.8861122,53212.10000000001
674,MONROE,38.272231299999994,-90.1792484,133868.60000000006
675,WILSON,37.5692118,-95.74526390000001,13262.500000000007
676,PALM DESERT,33.7288179,-116.38257109999999,11148.2
677,PALM BEACH GARDENS,26.84176195,-80.13530872,15112.3
678,WEST SACRAMENTO,38.5804609,-121.53023400000001,4434.4000000000015
679,KENTWOOD,42.8694731,-85.6447492,6184.900000000002
680,HUNTINGTON,38.41924960000001,-82.445154,75635.00000000003
681,LOGAN,40.1075089,-89.37685390000001,24892.9
682,SHEBOYGAN,43.750828399999996,-87.71453000000001,15418.199999999995
683,TIGARD,45.4307473,-122.77193390000002,10823.2
684,ALISO VIEJO,33.576137599999996,-117.7258122,2082.1
685,LENEXA,38.9536174,-94.7335709,10768.5
686,LA MIRADA,33.906097100000004,-118.0107092,4603.4
687,BURIEN,47.469918,-122.3485274,9911.7
688,POWAY,32.9628234,-117.0358646,7781.4000000000015
689,EDINA,44.8897027,-93.3501222,40303.79999999997
690,EAST LANSING,42.735541600000005,-84.4852469,12531.7
691,CYPRESS,33.8248235,-118.0399368,9889.6
692,EUCLID,41.5931049,-81.5267873,4875.0
693,ROSWELL,33.3942655,-104.52302420000001,32786.9
694,RANCHO SANTA MARGARITA,33.640855,-117.603104,1403.5
695,CORAL GABLES,25.6905515,-80.23500888,18834.9
696,COVINA,34.0877926,-117.8891164,18368.6
697,MISHAWAKA,41.6619927,-86.15861559999999,45260.4
698,PINE BLUFF,34.2284312,-92.00319549999999,12208.400000000005
699,HUNTERSVILLE,35.4107135,-80.8428483,17613.300000000007
700,SAMMAMISH,47.608844500000004,-122.0423067,1143.3
701,SALINA,38.8402805,-97.6114237,22073.30000000001
702,NEWARK,40.735657,-74.1723667,93963.0
703,SAN MARCOS,29.882643599999998,-97.9405828,15516.800000000005
704,GALVESTON,29.299328000000003,-94.79458819999999,15238.4
705,DORAL,25.818472500000002,-80.35396781,2741.3
706,COMMERCE CITY,39.8083196,-104.9338675,858.3
707,OLYMPIA,47.045019700000005,-122.8948725,47697.00000000002
708,MANSFIELD,40.758390000000006,-82.51544709999999,40977.8
709,ROSEVILLE,38.72338,-121.18587820000002,85355.40000000005
710,CALDWELL,32.082078499999994,-92.1130105,14754.4
711,MURRAY,34.4935341,-97.04758029999999,29263.2
712,ANKENY,41.731871500000004,-93.60038370000001,9406.600000000002
713,GRAPEVINE,32.9342919,-97.07806540000001,18403.4
714,MENTOR,41.666157299999995,-81.339552,18685.2
715,EAST PROVIDENCE,41.813711600000005,-71.37005450000001,8853.6
716,BINGHAMTON,42.096968,-75.91434100000001,19989.6
717,PORTAGE,41.5758708,-87.17614549999999,47645.69999999999
718,DUNWOODY,33.9430886,-84.30974861,2263.5
719,AZUSA,34.1338751,-117.90560459999999,4979.2
720,WAUWATOSA,43.049412200000006,-88.00792709999999,27476.6
721,HATTIESBURG,31.327118900000002,-89.2903392,69133.20000000004
722,LAWRENCE,38.9719384,-95.2359496,36000.39999999999
723,PARKER,39.5184514,-104.7612638,14655.200000000004
724,ALTOONA,40.518681,-78.394736,44508.29999999999
725,SIERRA VISTA,31.5545401,-110.3036929,11679.200000000004
726,STILLWATER,36.1156306,-97.0585717,29280.499999999985
727,COLLIERVILLE,35.042035999999996,-89.66452659999999,6904.8
728,CEDAR HILL,32.5889112,-96.95593079999999,11499.1
729,CLEVELAND HEIGHTS,41.5200518,-81.556235,2370.9
730,BEAVERCREEK,39.7092262,-84.0632685,11325.800000000005
731,ST. LOUIS PARK,44.9475726,-93.35690229999999,3166.4999999999995
732,JEFFERSONVILLE,38.2776479,-85.73711309999999,32980.7
733,FARMINGTON,36.73042879999999,-108.20891909999999,79965.99999999999
734,SAN LUIS OBISPO,35.2827525,-120.6596156,23605.8
735,PALM SPRINGS,33.8345281,-116.5389475,32555.0
736,TEXAS CITY,29.383845,-94.9027002,12363.5
737,COEUR D'ALENE,47.677683200000004,-116.78046640000001,1668.1
738,BONITA SPRINGS,26.361864500000003,-81.79306068,7069.000000000003
739,ELMHURST,41.8994745,-87.9403418,23661.0
742,TWIN FALLS,42.5629668,-114.46087109999999,28627.0
743,LEESBURG,39.1026092,-77.55901065,41737.19999999998
744,STRONGSVILLE,41.314473299999996,-81.83511,5488.5
745,COLUMBUS,39.9622601,-83.00070649999999,348272.50000000023
746,PITTSFIELD,42.4500967,-73.2453785,19399.0
747,MARICOPA,33.34883,-112.49123,1991.1
748,BILOXI,30.396031800000003,-88.88536450000001,27984.6
749,MADISON,43.074760999999995,-89.3837613,130999.50000000006
750,DEKALB,41.9294736,-88.7503647,2776.8
751,CHARLOTTESVILLE,38.029306,-78.4766781,42709.599999999984
752,BELLEVILLE,38.520050399999995,-89.98399350000001,52474.59999999999
753,TITUSVILLE,28.612218699999996,-80.8075538,23754.1
754,LINCOLN,40.8000554,-96.6674005,81780.29999999999
755,ATTLEBORO,41.9445441,-71.2856082,9111.7
757,SUMMERVILLE,33.0000235,-80.18979261,20741.199999999993
758,HACKENSACK,40.8859326,-74.0434736,17481.7
759,LACEY,47.0263876,-122.8072257,8813.7
761,JEFFERSON CITY,38.577359,-92.1724265,50221.8
762,WYLIE,33.0151201,-96.53887890000001,1085.1
763,DRAPER,40.5246711,-111.8638226,3302.5
764,MOLINE,41.5067003,-90.5151342,26567.300000000007
765,APOPKA,28.7414145,-81.5344293,10059.000000000002
766,LITTLETON,39.613321,-105.0166498,25132.2
767,KANNAPOLIS,35.487361299999996,-80.62173409999998,5010.999999999999
768,EL CENTRO,32.792,-115.56305139999999,16363.299999999996
769,FOND DU LAC,43.774876299999995,-88.4458033,15263.8
770,NEWARK,40.735657,-74.1723667,93963.0
771,MINOT,48.2325095,-101.2962732,8757.8
772,HALTOM CITY,32.799573800000005,-97.2691817,882.5
773,BOUNTIFUL,40.889461100000005,-111.8804817,10353.8
774,NORTH MIAMI BEACH,25.928842000000003,-80.15278619,17720.099999999995
775,BLACKSBURG,37.2296566,-80.4136767,11703.1
776,FAIRFIELD,38.2493581,-122.03996629999999,76717.30000000003
777,DANVILLE,40.125221999999994,-87.6304614,95539.79999999996
778,CONCORD,43.207106,-71.53702159999999,74715.70000000003
779,DANVILLE,40.125221999999994,-87.6304614,95539.79999999996
780,BURLINGTON,44.4723989,-73.2114941,85372.40000000004
781,BELL GARDENS,33.965291799999996,-118.1514588,546.0
782,FORT PIERCE,27.446705600000005,-80.3256056,13611.499999999995
783,OAKLAND PARK,26.1801443,-80.13720040000001,14683.2
784,LOMPOC,34.6391501,-120.4579409,4992.4000000000015
785,EVERETT,47.9673056,-122.20139979999999,42632.69999999998
786,RANCHO PALOS VERDES,33.7483311,-118.3707683,380.0
787,HUTCHINSON,38.06084439999999,-97.9297743,24331.2
789,SALEM,44.9391565,-123.033121,162012.5000000001
790,MIDLAND,43.6155825,-84.24721170000001,51692.49999999996
791,COACHELLA,33.6795519,-116.17633799999999,310.6
792,CLEVELAND,41.5051613,-81.6934446,233349.10000000012
793,NORTH LAUDERDALE,26.217305,-80.2258811,250.0
794,CUTLER BAY,25.575865,-80.34137218,1981.1
795,ALTAMONTE SPRINGS,28.6649055,-81.37626851,19152.4
796,URBANA,40.1117174,-88.207301,19383.899999999994
797,SAN BRUNO,37.6304904,-122.41108349999999,156.0
799,KEARNY,37.9960049,-101.35233559999999,1619.5
800,WESTFIELD,42.1250929,-72.7495381,10665.7
801,WILKES-BARRE,41.2464824,-75.8817316,1766.9
802,FINDLAY,41.0413873,-83.65039820000001,18105.6
803,ORO VALLEY,32.3909071,-110.96648799999998,12862.4
804,MERIDIAN,32.376096000000004,-88.68978607,94572.90000000002
805,WARREN,40.844282799999995,-90.61684079999999,121679.80000000006
806,WOONSOCKET,42.0028761,-71.5147839,6588.4000000000015
807,ROHNERT PARK,38.3396367,-122.70109840000002,4825.5
808,SMYRNA,39.299833899999996,-75.6046494,23783.4
809,KELLER,37.6192992,-75.7638185,8489.400000000001
810,LEOMINSTER,42.5250906,-71.759794,11495.6
811,QUINCY,39.9356016,-91.40987270000001,38828.89999999998
812,LINDEN,33.0123537,-94.3654707,10122.5
813,SUMTER,32.048507199999996,-84.1862464,21516.1
814,CRYSTAL LAKE,42.2411344,-88.3161965,11505.8
815,COVINGTON,39.0837489,-84.5086221,92001.6
816,FITCHBURG,42.583422799999994,-71.8022956,10134.4
817,URBANDALE,41.6274552,-93.7380624,3317.2000000000007
819,LA PUENTE,34.01979,-117.95036770000002,1256.6
820,HOLYOKE,42.22415795,-72.64021831,16884.300000000007
821,BEVERLY,42.5584284,-70.8800491,10024.500000000002
823,HICKORY,35.7331895,-81.3412006,78508.70000000006
824,SHELTON,41.3164856,-73.0931641,7674.6
826,EDMONDS,47.81057379999999,-122.3774952,25670.6
827,BREA,33.917044399999995,-117.88885570000001,4989.4
828,PRESCOTT,34.540024200000005,-112.46850249999999,33327.099999999984
829,CAMPBELL,37.2158191,-79.1165953,9185.3
830,BULLHEAD CITY,35.147777399999995,-114.5682983,20293.300000000007
831,NEW BERLIN,42.976453,-88.10903909999999,8982.699999999999
832,RIVERTON,43.024957799999996,-108.3798938,3920.3
833,MANKATO,44.163466299999996,-93.9993505,15029.900000000005
834,CEDAR FALLS,42.527762200000005,-92.4454654,7175.5999999999985
835,HUNTSVILLE,34.577718,-86.83583561,156476.79999999993
836,ATLANTIC CITY,39.364285200000005,-74.42293509999999,2551.0
837,COPPELL,32.958352000000005,-96.98818299999999,1743.8
838,MANASSAS,38.744946999999996,-77.48244413,11605.299999999996
839,BREMERTON,47.5665391,-122.6527973,19718.9
840,WAUSAU,44.95960170000001,-89.6298239,18141.9
841,CULVER CITY,34.021122399999996,-118.3964665,6182.8
842,MUSKOGEE,35.6630196,-95.39277059999999,22954.7
843,ROCKWALL,32.9312336,-96.45970890000001,19870.099999999995
844,CALEXICO,32.6789476,-115.4988834,2935.4000000000005
845,DUNCANVILLE,32.6518004,-96.9083366,1514.6999999999996
846,LANCASTER,40.038129999999995,-76.3056686,159315.00000000015
847,SHERMAN,33.617501000000004,-96.59549343,35057.2
848,ROCK ISLAND,41.5094771,-90.57874770000001,12663.4
849,CLOVIS,34.405471999999996,-103.20507090000001,23791.4
850,MOORHEAD,46.834703499999996,-96.73454892,1420.8
851,MORGAN HILL,37.130408,-121.65449740000001,1828.1
852,APEX,35.7325352,-78.85055159999999,1969.0
853,MAPLEWOOD,44.953021500000006,-92.9952153,12499.1
854,PEACHTREE CORNERS,33.9701009,-84.2215869,569.3
855,PRESCOTT VALLEY,34.6100243,-112.315721,10998.6
856,WOBURN,42.479261799999996,-71.1522766,2533.5
857,BEAUMONT,30.0860459,-94.10184609999999,74538.9
858,ANNAPOLIS,38.9786401,-76.492786,32292.9
859,CAPE GIRARDEAU,37.3058839,-89.51814759999999,43305.500000000015
860,BURLESON,32.515271999999996,-97.34509602,9567.5
861,STANTON,37.569107200000005,-101.7935648,3247.4999999999995
862,ORMOND BEACH,29.285812899999996,-81.05588940000001,31882.400000000016
864,HUBER HEIGHTS,39.8584125,-84.11151221,4870.9
865,BOZEMAN,45.6799842,-111.0446748,9875.3
866,BRENTWOOD,37.9317766,-121.69602659999998,25552.5
867,ST. CLOUD,45.5616075,-94.16420040000001,185.0
868,GREENACRES,35.383292700000005,-119.10982659999998,9151.0
869,SHAKOPEE,44.7980186,-93.5268986,3047.6
870,BROOKFIELD,43.0605671,-88.1064787,15189.800000000005
871,HALLANDALE BEACH,25.9856006,-80.13999651,7785.200000000002
872,LINCOLN PARK,42.250594299999996,-83.17853609999999,5817.300000000001
873,PACIFICA,37.613825299999995,-122.48691940000002,179.0
875,HURST,32.82346210000001,-97.1705678,9375.300000000003
877,PARK RIDGE,42.011141200000004,-87.8406192,13888.499999999998
878,HILTON HEAD ISLAND,32.216316,-80.752608,7256.5
879,GOOSE CREEK,32.9961038,-80.0387292,2791.3
880,PUYALLUP,47.184900899999995,-122.2921406,26906.00000000001
881,MONTCLAIR,40.82593320000001,-74.20903440000001,8458.8
882,LANCASTER,40.038129999999995,-76.3056686,159315.00000000015
883,ROY,41.1617999,-112.0261903,4399.5999999999985
885,CALUMET CITY,41.6155909,-87.5294871,2519.0
886,THE COLONY,33.089009399999995,-96.8863922,892.4000000000002
887,OCOEE,28.537782,-81.54483614,17680.100000000006
888,MUSKEGON,43.234181299999996,-86.2483921,57708.49999999999
889,LAKE OSWEGO,45.4206749,-122.67064979999999,7743.8
890,BENTONVILLE,36.302283,-94.28158895,9810.6
891,SPARTANBURG,34.949800700000004,-81.9320157,133706.60000000006
892,MARION,37.7306054,-88.9331256,78764.09999999999
893,PORTAGE,41.5758708,-87.17614549999999,47645.69999999999
894,BELOIT,42.508327200000004,-89.031784,13914.4
895,AVENTURA,25.953257,-80.13664587,11103.499999999998
896,RICHMOND,37.53850870000001,-77.43428,178954.9000000003
897,GREENFIELD,42.58779620000001,-72.6006199,109755.30000000008
898,TEXARKANA,33.425125,-94.0476882,46005.59999999999
899,WESTERVILLE,40.126174299999995,-82.9290696,28080.8
900,GADSDEN,34.014263899999996,-86.0066387,34609.8
901,LONGVIEW,32.5007038,-94.74048909999999,88659.30000000002
902,KEIZER,44.9958075,-123.0197173,5296.500000000001
903,OAKLEY,37.9974219,-121.71245359999999,2298.9
904,MARTINEZ,38.0193657,-122.1341321,20603.800000000007
905,DOVER,39.158167999999996,-75.5243682,54891.29999999999
906,WESLACO,26.155616000000002,-97.98046402,17102.600000000006
907,NORTHGLENN,39.885540999999996,-104.98720259999999,2006.5
908,LEWISTON,44.100351,-70.2147764,52303.7
909,LOS BANOS,37.059225299999994,-120.8505342,5539.6
910,APACHE JUNCTION,33.4006195,-111.53740390000002,2119.8
911,NEW ALBANY,38.28562470000001,-85.8241312,50114.3
912,FRIENDSWOOD,29.529399800000004,-95.20104470000001,3992.5
913,GROVE CITY,39.881451899999995,-83.09296450000001,11895.199999999995
914,BARTLESVILLE,36.7473114,-95.9808179,14004.0
915,TORRINGTON,41.800652299999996,-73.12122140000001,11245.5
916,REYNOLDSBURG,39.95478610000001,-82.8121191,7578.8
917,DEL RIO,29.3627296,-100.896761,5278.5
918,GOLDSBORO,35.3848841,-77.9927651,28627.799999999992
919,LYNNWOOD,47.8278656,-122.3053932,7684.199999999999
920,TEMPLE CITY,34.1082994,-118.05775679999999,1749.3
921,WINTER GARDEN,32.839025,-116.92837920000001,5268.8
922,SPANISH FORK,40.114955,-111.654923,3998.6
923,BELL,33.9775142,-118.1870156,3925.2
924,FRANKLIN,37.976540899999996,-88.9335327,92635.79999999996
925,PANAMA CITY,30.1600827,-85.6545729,70733.3
926,PLANT CITY,28.023543,-82.12720203,20959.4
928,LEAVENWORTH,39.3110919,-94.92279959999999,5227.700000000002
929,WILDWOOD,38.579589299999995,-90.6294468,3384.9
930,RICHFIELD,44.8766431,-93.2877877,10137.600000000002
931,DELAWARE,38.6920451,-75.4013315,9982.1
932,HOLLISTER,36.8524545,-121.40160209999999,8611.7
933,HOT SPRINGS,34.492847,-93.12379452,65325.39999999997
934,LUFKIN,31.338240600000002,-94.729097,25994.400000000005
935,MARION,37.7306054,-88.9331256,78764.09999999999
